Coordinate Data
953,357,
953,356,
953,356,
953,355,
952,355,
952,354,
951,354,
951,353,
950,353,
949,352,
948,351,
947,351,
946,350,
945,350,
945,349,
944,348,
943,348,
942,347,
941,346,
940,346,
939,346,
938,345,
937,345,
936,344,
935,344,
934,343,
933,343,
932,342,
931,342,
931,341,
929,340,
928,339,
928,338,
927,337,
926,336,
925,335,
925,334,
924,333,
924,332,
924,331,
925,330,
926,329,
927,328,
928,328,
928,327,
929,326,
930,324,
930,323,
930,322,
929,321,
928,320,
927,319,
927,318,
926,317,
925,317,
924,317,
923,317,
923,316,
922,316,
923,316,
923,315,
924,315,
925,315,
926,315,
926,316,
926,317,
925,317,
925,318,
925,319,
924,319,
924,320,
923,320,
922,320,
922,321,
921,321,
920,322,
919,322,
918,323,
917,323,
917,324,
916,324,
915,325,
914,326,
913,327,
913,328,
912,328,
912,329,
911,329,
911,330,
910,330,
910,331,
909,332,
908,333,
908,334,
907,334,
907,335,
906,336,
905,336,
905,337,
904,338,
904,339,
903,339,
903,340,
902,341,
902,342,
901,342,
901,343,
901,344,
900,345,
900,346,
900,347,
899,348,
899,349,
899,350,
899,351,
899,352,
899,353,
899,354,
899,355,
899,356,
899,357,
899,358,
900,359,
900,360,
901,361,
902,362,
903,363,
904,363,
905,364,
906,365,
907,365,
908,365,
908,366,
909,366,
910,366,
911,367,
912,367,
913,367,
914,368,
916,368,
917,369,
918,369,
919,369,
920,369,
921,369,
922,369,
923,369,
924,369,
925,369,
926,369,
927,369,
928,369,
929,369,
930,369,
932,369,
933,369,
934,368,
935,368,
936,368,
937,368,
938,367,
939,367,
940,366,
941,366,
943,365,
944,365,
945,365,
946,364,
947,364,
949,363,
950,362,
951,362,
952,361,
954,360,
955,360,
956,359,
957,358,
959,358,
960,357,
961,356,
962,355,
963,355,
964,354,
965,353,
966,352,
967,351,
968,351,
969,350,
970,349,
971,348,
972,347,
973,346,
973,345,
974,344,
975,344,
975,343,
976,342,
976,341,
977,340,
977,339,
978,338,
978,337,
978,336,
979,335,
979,334,
979,333,
979,332,
980,331,
980,330,
980,329,
980,328,
981,327,
981,326,
981,325,
981,324,
981,323,
981,322,
981,321,
981,320,
981,318,
980,317,
980,316,
980,315,
980,314,
979,313,
979,312,
978,311,
978,310,
977,309,
977,308,
976,307,
975,305,
975,304,
974,303,
973,302,
972,301,
971,301,
970,300,
969,299,
968,298,
967,297,
966,296,
965,295,
964,294,
962,294,
961,293,
959,292,
958,291,
956,291,
955,290,
953,290,
952,289,
950,288,
948,288,
946,287,
944,287,
943,287,
941,286,
939,286,
936,286,
934,285,
932,285,
930,285,
927,285,
925,285,
923,284,
921,284,
918,284,
916,284,
914,284,
912,284,
910,284,
908,284,
905,284,
903,284,
901,285,
899,285,
896,285,
894,286,
892,286,
889,287,
887,287,
885,288,
883,288,
880,289,
878,290,
876,290,
874,291,
872,292,
870,293,
868,294,
866,295,
864,296,
862,297,
861,298,
859,299,
857,300,
855,301,
854,302,
852,303,
851,305,
849,306,
848,307,
846,309,
845,310,
844,311,
843,313,
842,314,
841,316,
840,318,
839,319,
838,321,
837,322,
836,324,
836,326,
835,327,
834,329,
833,331,
833,332,
832,334,
832,336,
832,338,
831,339,
831,341,
830,343,
830,345,
830,347,
830,349,
829,350,
829,352,
829,354,
829,356,
828,358,
828,360,
